loan_id,borrower_id,loan_amount,loan_term,interest_rate,monthly_payment,loan_purpose,employment_length,housing,annual_income,debt_to_income,Default
482734,54314779,11950, 60 months,19.19,311.25,debt_consolidation,10+ years,yes,44000,17.21,0
798182,104142599,16675, 36 months,14.99,577.97,debt_consolidation,,no,81000,15.88,0
1133607,86914761,11950, 36 months,28.18,495.46,debt_consolidation,5 years,yes,52000,16.65,0
1384027,74785903,16000, 36 months,6.49,490.32,debt_consolidation,10+ years,yes,95000,16.91,0
1451618,93793160,2400, 36 months,8.24,75.48,debt_consolidation,10+ years,yes,72000,10.05,0
20475,34953640,10000, 36 months,7.49,311.02,debt_consolidation,4 years,yes,75000,20.75,0
404898,60833461,23000, 36 months,10.99,752.89,debt_consolidation,,yes,50000,14.35,0
674338,39670271,4000, 36 months,6.99,123.5,credit_card,3 years,yes,45000,10.53,0
1444469,94258700,35575, 36 months,13.99,1215.7,debt_consolidation,6 years,no,150000,27.3,0
845955,7449964,15000, 60 months,25.57,445.3,small_business,3 years,yes,70000,29.55,0
277224,348672,3000, 36 months,11.03,98.26,moving,< 1 year,no,40000,3.09,0
1199540,119355455,16000, 60 months,11.99,355.84,debt_consolidation,1 year,yes,85000,9.98,0
1511748,90561332,4000, 36 months,15.59,139.82,debt_consolidation,4 years,no,51000,13.91,0
1110834,88917556,8000, 36 months,7.99,250.66,major_purchase,10+ years,yes,45000,29.31,0
1606405,70773719,15000, 36 months,11.99,498.15,debt_consolidation,7 years,no,60000,13.24,0
1170383,84859441,26075, 36 months,17.99,942.55,debt_consolidation,4 years,yes,95000,18.46,0
763077,107069480,4000, 36 months,7.21,123.9,home_improvement,,yes,14185,19.29,0
1500320,91002708,20000, 36 months,16.99,712.96,debt_consolidation,10+ years,yes,71600,24.91,0
344799,65057170,3850, 36 months,13.18,130.06,home_improvement,10+ years,yes,62000,36.45,0
1104060,88225245,40000, 60 months,15.59,964.03,debt_consolidation,10+ years,no,110000,18.12,0
1446739,94346456,20000, 60 months,17.99,507.76,credit_card,7 years,yes,84000,23.42,0
1038816,98867082,20100, 36 months,7.49,625.15,debt_consolidation,3 years,yes,65000,29.84,0
554294,49953626,7000, 36 months,9.99,225.84,moving,3 years,no,55000,15.84,0
327758,65744335,10375, 36 months,16.55,367.58,debt_consolidation,8 years,yes,100570,9.32,0
222606,10865325,23000, 60 months,12.85,521.56,debt_consolidation,10+ years,no,122000,14.9,0
1300276,112496685,3750, 36 months,21.45,142.15,home_improvement,10+ years,yes,30000,17.28,0
282777,68603486,28000, 60 months,13.44,643.42,debt_consolidation,1 year,no,125000,20.51,0
137564,19205957,12400, 36 months,14.49,426.76,credit_card,10+ years,yes,49000,29.86,0
1571718,73047217,14275, 60 months,19.99,378.13,other,10+ years,no,42000,22.8,0
53862,29855007,5000, 36 months,13.98,170.84,small_business,< 1 year,yes,36000,18.6,0
896539,5040889,11000, 36 months,11.14,360.86,debt_consolidation,10+ years,yes,70000,13.39,0
247572,806442,13500, 36 months,13.99,461.34,debt_consolidation,6 years,no,57772,11.99,0
659397,40371760,10600, 36 months,11.44,349.25,credit_card,10+ years,yes,56000,15.41,0
170406,14509697,8600, 36 months,15.61,300.7,debt_consolidation,2 years,yes,63000,20.53,0
696012,38151738,20000, 60 months,22.99,563.7,debt_consolidation,4 years,yes,130000,20.83,1
1098272,90097275,5000, 36 months,10.99,163.67,other,6 years,no,60000,11.4,0
44157,31687901,4825, 36 months,17.57,173.4,medical,1 year,yes,36000,3.17,0
757997,107390679,6000, 36 months,11.44,197.69,home_improvement,2 years,yes,63400,5.74,0
979628,1280512,9000, 36 months,14.65,310.45,debt_consolidation,1 year,no,32000,24.49,0
440724,58842462,16000, 60 months,12.69,361.52,debt_consolidation,5 years,no,51000,25.14,0
204650,12266683,4875, 36 months,21.18,184.12,debt_consolidation,10+ years,no,46000,17.24,1
938954,2836191,35000, 60 months,21,946.87,debt_consolidation,10+ years,no,90000,10.79,1
1249019,115382017,24000, 36 months,18.06,868.39,small_business,6 years,no,84000,32.37,0
1228364,117574499,16000, 60 months,16.02,389.26,debt_consolidation,1 year,no,150000,24.34,0
1318180,83845380,2300, 36 months,7.99,72.07,debt_consolidation,10+ years,yes,110000,8.54,0
1013409,102265820,25000, 36 months,11.39,823.1,credit_card,9 years,yes,80000,17.09,0
1052073,97499206,20000, 60 months,15.99,486.26,debt_consolidation,1 year,yes,100000,30.17,0
533380,51706208,12000, 36 months,8.18,377.04,credit_card,1 year,yes,80000,9.69,0
112971,21291503,9000, 36 months,12.99,303.21,debt_consolidation,1 year,yes,55000,19.73,0
1335079,80749919,8000, 36 months,9.75,257.2,debt_consolidation,,yes,100000,19.78,0
1464517,92431629,18000, 36 months,11.49,593.49,credit_card,2 years,no,50000,20.04,0
496145,55130068,7000, 36 months,14.65,241.46,car,4 years,no,50000,10.83,0
1643286,68578822,10000, 36 months,9.8,321.74,debt_consolidation,2 years,yes,62000,14.23,0
1584493,71956704,28000, 36 months,5.32,843.22,credit_card,< 1 year,yes,300000,5.17,0
1200018,119414726,3200, 36 months,7.35,99.32,debt_consolidation,5 years,no,59280,17.35,0
405215,60954759,30000, 36 months,13.99,1025.19,debt_consolidation,10+ years,yes,60000,20.47,0
1355094,78649613,25000, 60 months,7.39,499.65,credit_card,7 years,yes,57000,21.05,0
1551498,73943534,23000, 36 months,9.16,733.11,debt_consolidation,5 years,yes,99500,20.34,0
95529,23906317,5000, 36 months,9.17,159.4,debt_consolidation,5 years,yes,68000,14.49,0
1487028,91693763,22500, 36 months,15.99,790.93,debt_consolidation,10+ years,yes,75000,28.86,0
783167,106436629,18000, 36 months,11.39,592.63,other,,yes,42000,14.46,0
401266,61518919,15000, 36 months,9.99,483.94,debt_consolidation,10+ years,no,95000,10.84,0
1208776,119257610,15000, 36 months,16.02,527.51,debt_consolidation,10+ years,yes,57000,12.93,0
337841,65393142,24500, 60 months,16.99,608.76,debt_consolidation,6 years,yes,60000,26.54,0
47594,29614540,23450, 60 months,14.99,557.76,debt_consolidation,< 1 year,yes,70000,23.78,1
654461,40601694,26400, 36 months,14.65,910.65,credit_card,10+ years,yes,90000,4.44,0
156385,15139094,12000, 36 months,9.17,382.55,debt_consolidation,10+ years,yes,65000,7.33,1
259571,607317,1500, 36 months,6.91,46.26,other,5 years,no,26400,11.88,0
579256,46663740,35000, 36 months,9.17,1115.77,debt_consolidation,10+ years,yes,149600,7.39,0
515775,52027642,11900, 60 months,13.33,272.78,debt_consolidation,8 years,yes,82000,16.14,0
312751,66500142,9850, 36 months,12.59,329.95,debt_consolidation,10+ years,no,65000,35.89,0
624315,43155886,13100, 60 months,20.49,350.66,debt_consolidation,7 years,yes,44000,35.7,0
1284025,111786945,28000, 60 months,10.42,600.73,debt_consolidation,3 years,no,70000,29.44,0
1614996,70132355,15000, 36 months,11.48,494.5,credit_card,2 years,yes,90000,10.24,0
929797,3286320,12000, 36 months,12.12,399.26,credit_card,,yes,64000,17.33,0
962974,1492949,14400, 60 months,13.11,328.46,other,2 years,no,50000,6.72,0
1431789,94283130,10000, 36 months,11.44,329.48,credit_card,3 years,no,39000,21.72,0
1253254,115053748,38000, 36 months,7.07,1174.55,credit_card,< 1 year,yes,60867,59.56,0
1247105,116808082,27000, 36 months,10.91,882.8,debt_consolidation,8 years,yes,115000,15.25,0
511759,54077437,27200, 60 months,7.26,541.94,major_purchase,3 years,yes,130000,11.22,0
932728,3195777,14000, 36 months,14.09,479.1,debt_consolidation,2 years,yes,100000,17.12,0
1082365,96381973,8400, 36 months,18.99,307.87,debt_consolidation,9 years,yes,63000,30.07,0
997366,102644013,11500, 36 months,11.44,378.9,debt_consolidation,10+ years,yes,48000,47.1,0
552689,23062710,15000, 60 months,9.99,318.64,debt_consolidation,3 years,yes,32000,14.44,0
1498266,91070612,5600, 36 months,7.59,174.43,other,,yes,35000,10.94,0
299829,67035378,14400, 60 months,13.67,332.61,credit_card,< 1 year,no,42500,22.76,0
369164,63435099,12500, 36 months,8.18,392.75,debt_consolidation,10+ years,yes,43000,20.93,0
427805,59282544,35000, 60 months,12.69,790.82,home_improvement,2 years,yes,275000,18.09,0
388508,61534199,2000, 36 months,16.55,70.86,debt_consolidation,8 years,no,30000,26.68,0
514882,53604640,12600, 60 months,22.99,355.13,debt_consolidation,3 years,no,35000,38.48,0
274047,358633,5000, 36 months,9.07,159.17,other,< 1 year,no,85000,5.46,0
1149111,86011606,30000, 36 months,9.49,960.85,debt_consolidation,< 1 year,yes,112500,12.1,0
313729,66290721,10000, 36 months,12.59,334.97,other,10+ years,yes,55000,20.49,0
405361,60742838,10000, 36 months,11.53,329.91,credit_card,10+ years,yes,40523,30.86,0
453464,57712451,15000, 36 months,7.26,464.95,credit_card,1 year,no,80000,13.34,0
1402711,76422968,5000, 36 months,12.99,168.45,other,4 years,no,44000,10.91,0
1572356,73077257,25000, 60 months,9.16,520.91,debt_consolidation,5 years,yes,120000,10.25,0
1602105,70593126,3000, 36 months,7.89,93.86,other,9 years,yes,52000,24.12,0
919854,3666373,22000, 60 months,17.27,549.96,debt_consolidation,8 years,yes,50000,22.94,1
1098663,88888216,10500, 60 months,18.99,272.32,small_business,5 years,yes,75000,14.75,0
904392,4754704,21000, 36 months,12.12,698.71,debt_consolidation,3 years,no,53000,23.23,0
620418,43390429,19425, 36 months,15.61,679.2,debt_consolidation,4 years,no,44200,14.63,0
368909,63505853,20000, 60 months,16.55,492.23,debt_consolidation,4 years,no,57000,34.08,0
251432,743113,4000, 60 months,13.49,92.02,car,6 years,no,45000,17.04,0
1031227,99637083,30000, 36 months,10.49,974.94,debt_consolidation,5 years,yes,140000,19.63,0
1616956,70052233,23300, 60 months,19.89,615.89,debt_consolidation,10+ years,yes,97300,33.81,0
1180195,84859692,11400, 36 months,13.49,386.81,debt_consolidation,,no,22800,23.63,0
309190,66431792,20000, 60 months,11.22,437.05,credit_card,10+ years,no,68500,19.66,1
1120498,88770817,12500, 60 months,13.99,290.79,other,9 years,yes,45000,15.32,0
1264895,115087576,12000, 60 months,26.3,361.42,debt_consolidation,3 years,yes,100000,20.14,0
607444,43749212,16250, 60 months,18.25,414.86,debt_consolidation,10+ years,yes,51000,15.39,0
1036828,98758575,10000, 36 months,6.99,308.73,debt_consolidation,10+ years,yes,102000,21.28,0
726467,109607344,8725, 36 months,12.62,292.39,debt_consolidation,,yes,23000,9.55,0
802360,99907796,20800, 36 months,7.49,646.92,debt_consolidation,10+ years,yes,100000,15.92,0
876936,6314889,15000, 36 months,10.64,488.53,home_improvement,2 years,yes,78000,8.37,0
1488265,91448391,20000, 36 months,5.32,602.3,credit_card,3 years,yes,190000,11.01,0
571205,48080438,28000, 36 months,7.89,876,credit_card,3 years,no,80000,13.22,1
791758,105001812,32000, 36 months,7.99,1002.62,debt_consolidation,5 years,no,280000,1.63,0
1472465,92537713,30000, 36 months,11.44,988.43,credit_card,10+ years,yes,165000,16.22,0
1087874,96490185,6000, 36 months,5.32,180.69,debt_consolidation,6 years,yes,80000,7.52,0
1608734,70720955,12500, 60 months,16.29,305.91,debt_consolidation,10+ years,yes,50000,28.88,0
518136,52636486,28000, 36 months,9.17,892.61,debt_consolidation,10+ years,yes,85000,5.55,0
161965,16250980,5600, 36 months,11.67,185.12,home_improvement,4 years,yes,94728.4,7.07,0
1363641,78239435,12000, 60 months,11.47,263.74,debt_consolidation,1 year,no,60000,10.4,0
1510997,90876623,28000, 36 months,14.49,963.66,debt_consolidation,10+ years,yes,115000,19.05,0
678317,39310045,9000, 36 months,12.99,303.21,debt_consolidation,6 years,yes,40000,28.35,0
1241551,115691465,15000, 36 months,7.07,463.64,home_improvement,3 years,yes,85000,12.79,0
1028994,100128381,13200, 60 months,30.79,433.5,debt_consolidation,4 years,no,52000,3.21,0
881481,6074708,10000, 36 months,11.55,330,debt_consolidation,,yes,80000,16.22,0
198792,12575902,12000, 36 months,6.62,368.45,debt_consolidation,10+ years,yes,90000,15.86,0
704768,111480076,20700, 60 months,25.82,617.57,credit_card,< 1 year,no,45000,8.88,0
748374,109341858,5600, 36 months,7.35,173.81,credit_card,,yes,21480,9.78,0
1176692,83830503,24000, 60 months,22.39,668.19,other,10+ years,yes,72000,31.12,1
1077355,96222796,6000, 36 months,10.49,194.99,debt_consolidation,< 1 year,no,70000,16.2,0
1139223,87265759,20000, 60 months,17.99,507.76,debt_consolidation,10+ years,yes,72000,19.63,0
461145,56582313,7000, 36 months,12.69,234.82,debt_consolidation,10+ years,no,54000,24.64,0
1012124,102345184,15000, 36 months,5.32,451.73,credit_card,10+ years,yes,75000,6.78,0
866415,6607299,20000, 60 months,23.5,569.57,wedding,2 years,no,70326,20.06,0
1199159,119689709,5000, 36 months,11.99,166.05,moving,3 years,yes,85000,13.24,0
711773,111640256,12000, 60 months,13.59,276.68,credit_card,10+ years,no,33275,9.6,0
1240125,116878700,24000, 36 months,11.99,797.03,credit_card,10+ years,yes,74000,6.88,0
674946,39569985,12000, 60 months,13.66,277.11,debt_consolidation,10+ years,no,65000,14.27,0
1326770,81346599,20000, 36 months,13.67,680.36,debt_consolidation,3 years,no,60000,36.66,1
372194,62984699,10325, 60 months,18.55,265.29,other,10+ years,no,35000,27.84,0
1326421,81506063,11800, 36 months,15.31,410.85,debt_consolidation,2 years,yes,45000,19.71,0
249981,747883,30000, 60 months,19.69,789.66,home_improvement,4 years,yes,84000,16.13,0
1596173,70866700,25000, 36 months,6.49,766.12,credit_card,2 years,yes,75000,15.79,1
1170786,85442072,4000, 36 months,12.79,134.38,home_improvement,< 1 year,yes,35000,19.34,0
734210,106816679,9600, 36 months,7.07,296.73,credit_card,10+ years,no,77000,20.4,0
935590,3095436,12000, 36 months,10.16,388.11,debt_consolidation,1 year,yes,40000,5.43,0
38740,32349239,25000, 36 months,12.99,842.23,home_improvement,1 year,no,60000,8,0
1644668,68517045,20000, 36 months,7.49,622.04,debt_consolidation,10+ years,yes,59024,25.82,0
1575845,72783038,6000, 36 months,11.47,197.78,credit_card,10+ years,yes,94756,10.34,0
99911,23933489,9600, 36 months,22.15,367.38,debt_consolidation,8 years,yes,48000,7.79,1
663046,40410787,2400, 36 months,21.99,91.65,other,1 year,yes,33000,17.71,0
530808,50879419,12000, 60 months,14.65,283.28,debt_consolidation,2 years,yes,90000,14.39,0
765059,107674339,7500, 36 months,6.99,231.55,debt_consolidation,< 1 year,no,50000,11.81,0
1138763,87344381,11000, 36 months,14.49,378.58,debt_consolidation,10+ years,yes,37000,13.36,0
534687,51406957,35000, 60 months,13.99,814.21,debt_consolidation,10+ years,yes,110000,21.06,0
556801,49524153,8500, 36 months,14.65,293.21,debt_consolidation,4 years,yes,36000,18.5,0
1383061,77240938,11200, 60 months,16.29,274.1,debt_consolidation,,yes,56000,6.32,0
1337011,79053700,14000, 60 months,11.47,307.69,credit_card,10+ years,yes,157124,27.77,0
700202,112063079,7000, 36 months,7.97,219.26,car,7 years,no,60000,30.2,0
562514,43859813,21000, 60 months,9.99,446.09,debt_consolidation,3 years,yes,76000,16.99,0
956672,1575067,9000, 36 months,14.33,309.05,debt_consolidation,2 years,yes,69000,8.68,0
231886,10092424,8000, 36 months,12.85,268.98,credit_card,1 year,no,60000,14.78,0
1604988,70582765,7000, 36 months,16.29,247.11,major_purchase,7 years,no,120000,11.7,0
362848,63407948,9700, 36 months,16.99,345.79,debt_consolidation,2 years,no,27000,18.31,0
1561231,71856591,5600, 36 months,14.46,192.65,credit_card,10+ years,no,40000,31.05,0
970364,1416529,15000, 36 months,17.77,540.56,debt_consolidation,10+ years,no,55000,10.36,0
737034,109849706,30000, 60 months,16.02,729.87,debt_consolidation,10+ years,yes,100000,5.87,0
1462556,91071939,8000, 36 months,14.99,277.29,debt_consolidation,,no,31860,26.74,0
101840,23363111,15000, 36 months,9.17,478.19,debt_consolidation,10+ years,yes,113000,10.04,0
1563212,73491350,5000, 36 months,9.75,160.75,debt_consolidation,3 years,no,167000,13.5,0
1184258,84675000,25000, 36 months,13.99,854.32,credit_card,10+ years,no,286000,11.64,0
1055741,97384490,26000, 36 months,7.49,808.65,debt_consolidation,10+ years,yes,130000,9.87,0
570437,47907338,19200, 36 months,6.68,590.04,debt_consolidation,10+ years,yes,142000,16.79,0
39937,32498770,16000, 60 months,15.61,385.79,debt_consolidation,10+ years,yes,50000,31.28,0
1026857,100041661,10000, 36 months,13.49,339.31,credit_card,5 years,yes,83000,20.16,0
802032,104181848,30000, 36 months,15.99,1054.57,debt_consolidation,10+ years,yes,147000,15.99,0
1422727,95271100,25000, 36 months,19.99,928.97,debt_consolidation,3 years,yes,105932,29.26,0
206946,12505169,14000, 60 months,21.18,380.17,debt_consolidation,10+ years,no,44000,12.96,0
829972,8635108,30000, 60 months,14.3,702.73,car,< 1 year,no,180000,17.6,1
169377,14510969,35000, 60 months,18.25,893.54,debt_consolidation,10+ years,yes,165000,23.44,0
8285,36320630,8000, 36 months,8.19,251.4,home_improvement,10+ years,yes,87000,4.48,0
702571,111857874,15000, 36 months,5.32,451.73,debt_consolidation,10+ years,yes,162500,21.26,0
1337047,79835154,5500, 36 months,6.49,168.55,major_purchase,2 years,no,60000,18.58,0
1332689,81160243,3000, 36 months,7.89,93.86,debt_consolidation,4 years,yes,89000,6.14,1
320355,65924486,11700, 60 months,18.99,303.45,debt_consolidation,1 year,no,39000,17.35,0
823760,8755031,19000, 36 months,9.67,610.14,credit_card,1 year,no,60000,18.89,0
1216198,118339155,10000, 36 months,17.09,356.98,debt_consolidation,6 years,yes,80000,10.8,0
20893,34913394,24000, 36 months,12.99,808.54,other,10+ years,no,77000,29.15,0
1271838,113840893,28000, 36 months,13.59,951.41,credit_card,2 years,no,67000,25.45,0
320075,65954474,2800, 36 months,13.67,95.25,debt_consolidation,5 years,no,72000,25.53,0
48153,31286967,10000, 36 months,14.99,346.61,home_improvement,2 years,yes,95000,10.97,0
1152107,85842919,12000, 36 months,5.32,361.38,home_improvement,5 years,yes,67000,2.54,0
1240558,115702439,8000, 36 months,11.99,265.68,other,10+ years,no,38000,15.16,0
1566543,73598445,35000, 60 months,19.99,927.1,small_business,4 years,yes,88000,19.17,0
52128,30795940,24000, 60 months,14.99,570.84,debt_consolidation,7 years,no,94000,13.16,0
993677,104001671,8500, 36 months,5.32,255.98,credit_card,1 year,yes,130000,17.01,0
206626,12415440,9000, 36 months,14.64,310.41,debt_consolidation,5 years,no,46000,26.32,0
972714,1327030,5000, 36 months,6.03,152.18,debt_consolidation,4 years,yes,57000,25.05,0
1285530,111875679,3500, 36 months,7.97,109.63,major_purchase,,yes,24000,1.25,0
368004,63436010,4000, 36 months,12.29,133.42,credit_card,< 1 year,yes,120000,13.54,1
1342238,79063369,20000, 60 months,25.44,592.2,debt_consolidation,1 year,yes,125000,30.49,0
501495,54303901,11900, 60 months,21.99,328.6,debt_consolidation,3 years,yes,35000,11.87,0
161459,16261207,8000, 36 months,7.69,249.55,debt_consolidation,10+ years,no,75000,7.55,0
94550,24264592,14175, 36 months,22.15,542.46,small_business,5 years,no,92000,12.67,0
496294,55071715,8000, 36 months,9.17,255.04,credit_card,1 year,no,49500,11.3,0
834787,8316441,22325, 60 months,21.7,612.8,credit_card,6 years,no,50000,31.28,0
772029,107624739,2800, 36 months,10.49,91,other,3 years,yes,93000,9.88,0
217092,11428465,22675, 36 months,14.98,785.82,debt_consolidation,4 years,yes,54000,14.02,0
686106,38588476,10000, 36 months,16.49,354,debt_consolidation,5 years,yes,52000,17.31,0
1193050,119788734,5000, 36 months,15.05,173.45,credit_card,10+ years,no,55000,11.72,0
1530938,75131316,30000, 60 months,19.53,787,debt_consolidation,1 year,yes,93600,14.61,0
566389,48564268,16550, 60 months,17.57,416.4,credit_card,10+ years,no,60000,14.78,0
373043,62307646,21000, 60 months,18.25,536.13,debt_consolidation,10+ years,yes,42000,23.34,0
531684,52046540,29350, 60 months,19.99,777.44,debt_consolidation,10+ years,yes,142000,15.42,0
1068969,96346202,1925, 36 months,11.49,63.47,debt_consolidation,1 year,no,33000,14.73,0
1323281,81435839,12000, 36 months,7.39,372.67,credit_card,5 years,yes,65000,15.12,0
1174921,84780060,4000, 36 months,11.49,131.89,credit_card,< 1 year,yes,30000,12.74,0
178707,11886306,24000, 36 months,7.9,750.97,debt_consolidation,5 years,yes,63000,22.69,0
1511419,90723535,35000, 60 months,17.99,888.58,debt_consolidation,10+ years,no,125000,14.52,0
567125,48294679,8625, 36 months,17.57,309.96,debt_consolidation,2 years,no,24000,15.75,0
1340202,79472294,8000, 36 months,9.75,257.2,credit_card,1 year,no,50000,6.91,0
454118,57743932,12000, 36 months,7.26,371.96,debt_consolidation,10+ years,no,82000,14.25,0
148771,17733641,12000, 36 months,6.03,365.23,debt_consolidation,9 years,yes,50000,26.84,0
100179,23623578,20000, 36 months,7.12,618.64,credit_card,10+ years,yes,95000,16.21,0
162212,15580564,12000, 36 months,10.15,388.06,credit_card,< 1 year,no,39520,28.29,1
7536,36200974,9000, 36 months,6.49,275.81,credit_card,2 years,yes,80000,29.33,0
1421298,95157797,1400, 36 months,17.99,50.61,other,6 years,no,16000,21.76,0
191288,12419050,20175, 60 months,24.08,581.34,credit_card,9 years,yes,85000,21.83,0
264565,529161,15000, 60 months,16.82,371.34,debt_consolidation,4 years,yes,90000,21.87,0
1581190,71884994,10500, 36 months,13.67,357.19,home_improvement,10+ years,yes,48000,13.63,0
853735,7053519,8400, 36 months,15.22,292.1,debt_consolidation,9 years,yes,70000,24.14,0
359880,63507297,8000, 36 months,6.89,246.62,credit_card,3 years,yes,60000,27.88,0
362437,63358680,20000, 36 months,12.69,670.9,debt_consolidation,10+ years,yes,70000,30.96,0
1581127,72144620,2500, 36 months,13.67,85.05,major_purchase,7 years,yes,42000,30.57,0
603458,44866360,20000, 60 months,9.99,424.85,debt_consolidation,2 years,yes,95000,12.75,0
491481,55390998,10000, 36 months,8.18,314.2,debt_consolidation,3 years,yes,82400,13.89,0
1174083,84997828,2000, 36 months,13.49,67.87,debt_consolidation,2 years,yes,25000,6.77,0
274409,347068,7500, 36 months,10.08,242.29,debt_consolidation,1 year,yes,65000,16.26,0
526318,51968278,15000, 36 months,11.53,494.86,debt_consolidation,1 year,no,90000,10.69,0
818913,8972129,17000, 36 months,7.9,531.94,debt_consolidation,10+ years,yes,40000,27.72,0
1406154,76281186,9150, 36 months,14.46,314.78,home_improvement,,no,35000,1.85,0
316319,65906226,12000, 36 months,16.55,425.16,debt_consolidation,6 years,yes,92000,15.55,0
1157253,85617724,16000, 60 months,16.99,397.56,debt_consolidation,10+ years,yes,54000,34.73,1
775452,106856007,18000, 36 months,15.99,632.74,debt_consolidation,< 1 year,no,90000,21,0
591827,46347969,10000, 36 months,6.68,307.31,debt_consolidation,10+ years,yes,75000,11.28,0
1168926,85421559,35000, 36 months,16.99,1247.68,credit_card,10+ years,yes,120000,10.08,0
469819,56642992,22000, 60 months,10.99,478.23,credit_card,10+ years,no,65000,20.13,0
233896,10070376,10000, 36 months,13.98,341.68,debt_consolidation,2 years,no,35000,22.81,0
1326063,81544194,9000, 36 months,6.49,275.81,other,10+ years,yes,75000,14.21,0
809551,9827468,8500, 36 months,12.85,285.79,credit_card,7 years,yes,62000,21.27,0
251385,744031,18000, 60 months,12.99,409.47,moving,6 years,no,138257,26.9,0
932517,3196885,15450, 36 months,18.75,564.39,debt_consolidation,2 years,no,51000,14.92,1
880959,6105221,4800, 36 months,20.8,180.35,wedding,10+ years,no,31000,31.43,1
1565621,73589482,18400, 36 months,12.99,619.89,debt_consolidation,5 years,yes,40000,17.52,0
687353,38598193,35000, 36 months,11.99,1162.34,debt_consolidation,10+ years,yes,330000,5.72,0
926843,3353671,14000, 36 months,12.12,465.81,debt_consolidation,10+ years,yes,61000,24.3,0
610313,43440720,16000, 60 months,12.29,358.27,debt_consolidation,10+ years,yes,74300,19.08,0
259716,605402,12000, 60 months,6.54,151.79,car,10+ years,no,65000,6.13,0
1557216,73833767,35000, 36 months,9.75,1125.25,credit_card,,yes,83656.32,7.92,0
585071,46742883,2450, 36 months,9.99,79.05,credit_card,< 1 year,yes,45000,25.96,0
625794,43255628,18000, 60 months,13.33,412.61,debt_consolidation,10+ years,no,56000,10.16,0
743076,109973258,20000, 36 months,7.07,618.19,debt_consolidation,10+ years,no,100000,11.19,0
10941,34484028,5925, 36 months,15.99,208.28,credit_card,4 years,yes,36000,38.87,0
594832,46224930,24700, 60 months,12.29,553.07,debt_consolidation,10+ years,yes,130000,13.81,0
222728,10895254,15000, 36 months,9.67,481.69,home_improvement,2 years,yes,154000,1.31,0
406747,60922916,6000, 36 months,12.29,200.12,credit_card,5 years,yes,46000,3.81,0
342644,65117861,22075, 60 months,16.55,543.3,home_improvement,7 years,yes,60000,1.08,1
205313,11387021,7000, 36 months,7.9,219.04,credit_card,2 years,yes,85000,9.98,0
429958,59381864,10000, 36 months,11.53,329.91,debt_consolidation,4 years,no,26000,24.47,0
1574933,72523160,6000, 36 months,11.47,197.78,debt_consolidation,1 year,no,70000,3.09,0
661806,40550715,4000, 36 months,12.39,133.61,debt_consolidation,8 years,no,62000,26.73,0
545532,49913355,19200, 36 months,5.32,578.21,credit_card,1 year,yes,131000,14.75,0
847744,7440193,2800, 36 months,13.67,95.25,credit_card,< 1 year,yes,40000,19.2,0
464801,57294648,18000, 36 months,5.32,542.07,debt_consolidation,6 years,no,110000,9.78,0
593380,46144736,24000, 60 months,9.99,509.82,debt_consolidation,10+ years,no,105000,14.02,0
942514,2366224,22000, 60 months,17.27,549.96,debt_consolidation,5 years,yes,90000,18.65,0
1162686,83837158,20000, 60 months,14.49,470.47,debt_consolidation,9 years,no,57000,30.55,0
1585189,71990298,2500, 36 months,10.75,81.56,medical,2 years,yes,85000,25.05,0
1580224,71847408,14000, 60 months,8.39,286.49,debt_consolidation,5 years,yes,50000,24.27,0
1199704,119689161,9500, 36 months,9.44,304.05,car,3 years,no,120000,14.17,0
622297,43349905,5000, 36 months,16.55,177.15,debt_consolidation,8 years,no,57835,5.21,0
155247,16443042,17500, 36 months,7.69,545.89,credit_card,9 years,yes,120000,9.81,0
884863,5855515,11800, 36 months,15.22,410.33,debt_consolidation,10+ years,no,50000,15.67,0
145762,17693940,15000, 60 months,17.57,377.41,debt_consolidation,,no,39000,13.78,0
1064245,96760834,12000, 60 months,18.99,311.23,debt_consolidation,3 years,yes,72000,23.85,0
136567,19086923,11000, 36 months,23.43,428.28,other,1 year,no,74152,0.4,0
1335910,79662692,24000, 36 months,11.47,791.09,debt_consolidation,< 1 year,yes,145000,14.79,0
579890,46601502,8400, 36 months,10.99,274.97,credit_card,< 1 year,no,68000,36.67,0
538194,51085850,9425, 36 months,16.55,333.92,debt_consolidation,4 years,yes,60000,10.9,1
1389459,77098393,6000, 36 months,5.32,180.69,debt_consolidation,4 years,no,45000,20.88,0
1345569,79493269,2400, 36 months,17.27,85.89,credit_card,< 1 year,no,35000,5.45,0
666171,40197427,34000, 60 months,14.31,796.6,credit_card,5 years,yes,80000,26.76,1
1016830,97630326,10000, 36 months,8.24,314.48,debt_consolidation,3 years,yes,50000,12.07,0
281954,68483592,7900, 36 months,11.99,262.36,debt_consolidation,8 years,yes,30000,10.73,0
1019105,100457326,18000, 60 months,16.99,447.25,debt_consolidation,10+ years,yes,98500,20,0
899303,5085312,35000, 60 months,23.63,999.38,credit_card,4 years,yes,85000,22.02,1
719919,108669240,16000, 60 months,15.05,381.06,debt_consolidation,5 years,no,47000,23.98,0
967214,1451633,20000, 36 months,18.75,730.6,debt_consolidation,8 years,no,70000,16.8,0
77574,27020099,12500, 36 months,6.49,383.06,credit_card,< 1 year,yes,142000,3.43,0
53482,30575705,24000, 60 months,14.49,564.56,debt_consolidation,10+ years,yes,128500,18.9,0
